revGrowth,EPS,GrossMargin,Class
30.9,2950,324.3,1
99.9,3730,164.8,0
-25.4,1860,379.1,0
1117.6,1030,215,1
199.4,700,180.4,1
-49.6,30,366.1,0
41.1,1670.7,454.9,0
73.3,1740,353.4,0
1187.5,742.7,907,1
42.6,890,241.9,1
82.2,1150,864.7,1
108.5,1350,253.9,0
-137.9,-1410,72.3,0
128.1,1990,535.3,0
36.7,590,277.2,1
-20.2,970,573,0
392.1,-1410,322.2,0
91,150,713.5,0
67.5,-2370,513.3,1
150.5,380,305.8,0
29.1,6290,384.7,0
-34.8,-2840,575.4,0
73.7,470,250.2,1
450.6,0,510.7,0
-120.1,2000,321.9,1
1.7,-1750,288.9,1
-8.7,880,249.9,0
-119.6,1040,733.3,0
-5.2,850,526.1,1
279.9,1030,291.1,1
88,1330,644.9,1
59.1,120,202.1,1
-15.7,6417.4,873,1
-6.6,2750,566.5,1
215.6,1280,172.3,0
-11.5,1080,223.5,1
165.7,110,363.3,0
74.4,570,138.5,1
55.5,2020,926.9,0
122.2,1870,295.1,0
85,950,468.8,1
-3.4,1880,295.4,1
169,1300,336.6,0
65.2,-1010,179.3,0
7.7,3980,494.9,0
58.2,65830,184.3,1
846.9,-40,1000,0
102,130,127.8,1
25.3,580,290.7,0
0,-490,1000,1
-23.6,1740,601.2,0
23.9,45,596.8,1
135.6,2070,228.6,1
13.7,690,823.8,0
66.6,-270,258.6,0
-38.5,-5020,206.4,0
-66.1,230,230.4,1
253.3,-1550,165.8,0
45.5,740,239.7,1
124.9,210,246.1,0
52.5,195810,539,0
61.2,860,309.6,1
32.4,440,546.5,1
67.3,1760,384,0
123.4,190,295,0
-31,-1100,284.4,0
139.4,710,281.3,0
52.7,2360,486.3,0
307.7,-600,380,0
172.1,1880,210.8,0
147.8,50,411.7,1
175.7,-450,541.8,1
61.1,650,304.2,0
180.7,-110,234.9,0
1416.9,-4810,164.3,0
800.7,290,137.5,0
121.8,430,364,0
561.9,1780,383.3,1
179.2,1970,224,1
67.1,1490,733.8,1
500.1,-1000,454.7,1
-11.2,510,271.2,0
-80.8,-2600,169.9,0
-2.5,930,396.4,0
219.2,1320,107.5,1
295.4,850,350.3,1
50.3,16850,211.2,0
0.6,1080,264.7,0
60.5,880,535.4,1
286.5,-4600,722.8,0
68.3,1430,170.3,1
-76.7,-120,189.3,1
-161,-1100,447,1
96.7,-3000,572,0
259.8,420,196.5,0
25.3,-180,70.3,0
168.5,4700,188.8,0
65.7,760,624.8,0
-141.5,5000,375.7,1
-36.5,1520,121,0
583.8,-147500,736.3,0
-12.3,4150,432.7,0
-487,-10800,399.3,0
84.6,1490,301.7,0
-197.3,0,205.5,1
2618.5,-10200,85.3,0
124.3,1150,187.4,0
37.1,580,721,1
31.6,160,245.6,1
57,1850,200.3,0
-187.8,-370,178.8,0
176.1,65.6,521.8,0
152.5,460,868.4,0
-233.2,-460,88.9,0
-11,90,405.1,0
46.2,4320,224.9,0
37.5,850,297.6,0
250.1,1110,265.7,0
-86.5,-3526,-60.3,1
79.2,-120,196.5,1
196.2,640,265.4,0
-637.9,-1800,459.9,0
211.9,-120,128.1,0
-107.5,3800,669,0
-52.2,20,447.9,0
0,-50405,0,0
-409.1,4060,330,0
30.5,-120,363.5,0
334.9,248.7,1000,1
-56.2,43090,540.6,0
128.2,-28000,80.5,0
-95.8,-5447.9,275.2,1
798.2,300,91.9,0
179.3,-50,183.8,0
34.9,2570,265.5,0
303.4,-170,771.2,0
141.8,-60,109.4,0
12152.8,160,908,1
-16.3,-1320,679,1
198.9,-9800,461.6,0
97.7,3960,930.5,1
572.9,-90,996.5,1
34.8,1510,264.1,1
68.5,790,388.9,1
47.8,7470,154.4,1
69.1,1360,522.9,1
43.8,1583,405.3,0
102.6,1010,583.3,1
51.2,1650,587.4,1
53.5,1930,285.2,0
82.8,1720,709.2,1
30.8,7630,483.1,0
-455.5,640,174.9,0
16.2,3050,512.7,0
-45.7,8710,313.1,0
594.8,4020,481,0
-8.5,3970,250.8,0
83.5,4650,383.6,0
-37.1,7190,242.3,1
-48.5,1620,232.8,1
23,6920,293.6,0
-281.2,3050,437.7,0
83.1,3170,409.3,1
2420.3,4610,960.6,1
23,3780,306.2,0
44.5,-30,89.6,0
32,5400,281.6,1
-57.2,-1710,172.4,1
92.2,5770,694.4,0
-119.3,11410,117.2,1
66.4,1450,137.4,0
50.4,3310,909.8,0
-2.5,7560,190.4,1
208.3,1350,150.9,0
651.4,3000,342.1,0
45.9,1540,359,1
-820.6,8028004014,651.3,0
95.7,2010,316.2,0
-212.8,3240,65,0
28.9,7560,625.8,0
66.6,1520,413.5,1
55.9,11590,432.9,0
111,9040,252.9,0
-37.9,520,215.7,0
33.7,6440,638.6,0
73.8,1290,440.9,1
24.7,7330,401.2,1
30.8,1680,568.7,0
-27.7,9910,233.6,1
339.8,4370,775.2,0
46.7,310,370.3,0
-111.8,3660,173.7,0
23.9,710,305.1,1
109.4,3830,185.1,0
43.8,3440,303.2,0
49.3,1460,296.1,0
-98.7,160,260.1,0
87.7,4560,613.1,0
1090.3,540,761.3,0
104,3200,384.2,0
79.7,1920,301.8,1
54.3,1370,477,0
124.6,310,106.6,1
-11.6,7349.4,640.3,0
-333.3,1130,347.2,0
440.8,-150,253.9,1
60.3,-370,335.3,0
122.5,835,508.2,0
52.3,2200,311.4,1
2355.5,-2000,161.9,0
-98.6,4390,212.5,1
69,2320,230.5,0
147.3,5540,427.8,0
121.7,4690,1000,1
-117.5,-8660,-10.2,1
52.3,1515,431.3,1
167.6,3100,488.6,0
31.9,-10,312.7,0
41.9,700,316.2,0
-28,1680,298,0
15.4,6980,229.1,0
-164.8,-1310,325.7,1
16.5,460,714,1
23.5,1820,403,1
8.6,1825,198.8,0
93.9,1150,364.7,1
-96.1,-1350,235.1,0
413.4,4350,251.2,0
74.2,-420,673.1,1
106.4,2542,330.9,1
-120.6,-900,424,0
61.1,3480,442,0
57.5,3030,653.3,1
42.8,5980,415.8,0
0.9,2800,356.8,1
105.8,2280,409.6,0
223.4,2510,1000,0
233.1,3160,534.3,1
-121.7,1912.4,499.4,0
50.7,3321.9,497.9,0
79.3,30,109,0
492.2,880,881.8,0
122,-200,149.1,0
78,1247,452.5,1
50.1,1350,105.2,1
0,0,0,1
41.1,4470,545.3,1
-225.9,2910,191.7,0
-48.2,-20,115.5,0
-94.3,-1770,422.1,0
102.7,-90,616.6,1
20.6,1840,386.4,0
126.2,1180,185.8,1
-3.8,390,203.1,0
503.8,1060,297.2,0
75.8,2220,112.5,0
327.1,730,177.5,0
59.2,800,755.1,0
38.5,1090,226.8,1
57,350,293.7,0
13.4,1890,291.9,0
0.5,810,473.1,1
69.2,870,395.4,1
99.2,3060,319.8,0
-23.4,1550,310.4,0
-43.4,2480,183.6,0
203.5,830,332.5,0
218.1,980,353.9,0
20.8,534,516.2,0
56.3,3990,637.8,0
25.3,5380,168,1
193.7,380,617.2,0
334,240,170,0
177.6,1960,379,1
-7.5,2599,1000,0
8,1660,560.2,0
74.2,2510,163.4,0
33.7,2500,287.5,1
64.3,1540,355.9,1
493.6,1200,336.9,0
186.3,3660,307.4,0
-430.5,4280,202.7,0
297.7,16540,452.6,1
56.3,3060,149,0
-64.3,-477,204.2,0
207.9,-3100,288.6,0
140.6,2550,160,1
20.6,1820,691.7,0
71.5,-500,471.7,1
139.2,880,124.8,0
306.1,1480,727.4,1
-15.5,3750,350.6,0
133.1,4780,250.8,0
122.5,932,351.8,0
-62.1,270,205.1,1
196.8,2190,157.5,1
496.5,970,643.9,0
2.9,-7600,117.7,0
20.1,6930,203.7,1
19.6,2370,454.5,0
24.9,2360,48.2,0
192.6,3840,428.2,0
46.8,-1010,163.9,0
92,820,348.1,1
63.4,-550,275.5,0
-315.6,1770,205.5,0
302.7,1610,247,1
75.4,1770,446.5,0
-139.4,9280,216.2,0
16.4,3990,226.3,0
34.2,4140,208.7,0
75,1700,627.2,1
-12.5,3300,338.1,0
733,180,389.3,1
85.9,4080,463,0
15,1790,354.9,0
1966.2,150,530.1,0
47.8,-3920,360.8,0
1108.7,-1000,316.1,0
92.9,-580,287.4,1
206,1080,868.4,0
162.6,-860,122.3,0
95.3,1810,135.6,0
104.4,3880,554.6,0
877.1,70,458.6,1
52.6,4300,268.2,1
-566.5,-2640,427.4,0
59.3,2200,420.9,1
-103.2,2410,639.4,1
-26.9,-610,1000,0
203,2470,835.3,0
388.8,670,472.9,1
37.1,8150,549,0
45.7,1510,220.7,1
286.4,1510,552.6,1
147.3,12600,929,0
67,370,963.1,1
144.6,4950,339.6,0
156.1,2160,342.6,0
-31.3,220,86.4,0
121.4,-6500,325.6,0
33.1,-4000,383.4,0
3.7,650,105.4,1
192.6,3100,768.5,0
9.1,2300,754,0
96.2,6470,592.2,1
29.3,850,879.7,0
279.2,1590,592.3,0
2.5,-1370,374.6,0
98.4,4550,527.3,0
134.1,3780,461.5,0
106.1,1250,546,0
13.2,2690,300,0
-18.3,-470,587.5,1
65.6,950,341.8,0
188.4,1160,91.7,0
63.2,2020,326.4,0
50.1,6210,204.2,0
58.1,-930,497.6,0
177.4,-280,345.9,0
209.1,1320,635.2,1
329.2,-3800,313.1,1
254.8,3970,146.2,0
44.9,4710,690.9,0
117.1,2590,56.2,1
106.2,2040,376.3,0
174.8,590,552.5,1
334,510,322.3,0
-6.5,170,407.8,0
41.8,-3000,91.9,0
343.5,340,439.7,0
12.2,3125.6,200.2,0
45.7,1730,140.3,0
103.1,180,114.6,0
135.3,-360,144,0
437.9,410,569.7,0
-61.2,660,272,0
105.6,2160,274.2,1
14.4,2540,141.2,1
-143.8,544.8,383.6,0
103.9,1570,319.1,0
58.5,1410,103.7,0
-123.9,-2430,74.2,0
7.3,1820,189.1,0
277.7,2150,265.8,1
-293.2,-360,549.3,1
219.9,-980,210.3,1
73,1220,113.1,0
609.8,640,465.6,0
-1.8,590,186.2,0
-6.2,-20,293.2,0
1575.9,1520,455.8,0
409.6,-1020,255.4,1
53.5,1040,268.9,1
168.4,1380,735.4,0
-0.9,2690,279.3,0
276.1,4610,79.4,1
-43,810,313.7,0
132.4,1440,323.2,1
108.1,17510,436.5,1
-54.8,7150,258.8,0
155.2,1250,991.2,1
62.8,1480,348.2,0
139.6,5200,1000,0
273.7,60,313.4,0
2.5,180,303.2,0
43.5,990,334,1
0,-4430,979.8,1
-239.7,510,204,0
195.1,3090,148.5,0
169.3,160,315.8,0
81.4,-420,121.8,0
62.5,620,124.6,1
117,2120,646,0
375.4,21500,308.5,0
-204,2180,98.7,0
-54.6,1850,169,0
124.1,2170,645.8,0
115.6,1212.5,729.3,0
404.2,6220,344.5,0
-174.7,60,545.3,0
576.8,-390,442.2,1
68.1,3360,867.4,0
196.9,1990,502.3,0
5261.6,-2560,449.3,0
-13.8,3220,337.4,0
55.5,420,498.6,1
-93.8,-260,313.6,0
12,710,238.6,1
171.7,1510,924.5,1
346.4,1310,214.6,1
284.9,1620,612.6,0
127,3280,347.5,0
-105.5,4010,276.7,0
2485.1,3120,327.3,0
-140.5,5380,322,1
48.1,610,371.9,1
67.6,-190,444.2,0
-167.2,1050,87.9,0
139.3,-80,199.8,1
66.4,1300,454.7,1
93,2780,428.8,0
163.9,3520,340.4,0
50.3,1170,206.4,0
5.5,3730,918,0
309.2,460,212.3,0
308.7,1200,972.9,0
39.3,2630,393.4,1
42,180,318.8,1
33.2,220,197.1,0
197.5,320,399.1,1
233.9,900,625.8,0
185.1,-3570,52.5,1
-45.1,405.5,242.8,1
-19.1,2850,305.5,0
-23.6,820,487.4,0
230.2,530,858.3,0
133.7,2890,307.7,1
109.5,1530,267.1,0
45.1,525,171.3,1
-944.7,-3740,813.2,0
19.5,510,380.5,1
-45.1,5160.7,566.6,1
88.5,1750,580.8,1
40,850,242.1,0
135.1,1500,303.6,0
-61.6,2893.2,790.6,1
24.6,180,187,1
588.4,960,416.9,1
944.6,1960,252.7,0
317.4,2340,273.6,1
1224.5,1780,325.8,0
20.4,1040,419.8,0
95.4,-220,513.7,0
102.7,-10,145.3,0
92.9,1010,267.9,1
806,1190,366,1
37.8,6610,161.8,0
-30.8,-470,282.2,0
47,1650,163.7,1
141.4,4870,323.7,1
27.3,1420,357.9,0
1061.1,490,70.7,0
39.4,610,177,1
136.2,1690,1000,0
-823.2,-770,1000,0
71.5,2890,543,0
177.9,790,277.4,1
-56.6,300,103.9,0
88.2,250,115.6,0
-629.6,-124993,1000,0
110.5,1380,247.3,0
180,1420,983.4,1
-183.7,2850,346.7,0
0,-3100,0,0
1,3025266,502.6,0
85.3,2140,283,1
-151.4,-290,340.5,0
128.2,590,310.5,0
-26.2,1010,311.2,0
27.1,2590,225.8,0
-208.9,1990,310.7,1
40.8,1470,286.1,1
-156.5,-120,291,1
27.6,610,163.3,0
445.9,500,384.4,0
163.8,1590,483.7,1
-28.3,1180,302.4,0
537.3,1369,788.4,0
310.3,-1620,165.5,0
-49.7,1680,113.7,0
36.8,2920,351.8,1
123.2,120,284.2,0
0.9,2179.5,379.1,1
110.8,90,196.6,1
136.9,-1710,192.1,0
48.4,580,595.6,0
208.5,-540,48.2,0
-41.2,-320,103.3,0
102.4,761.7,135.8,0
37.1,1514.6,548.5,0
-521.8,-2980,-749,0
16.7,500,265.1,1
14.8,-1610,74.2,0
-73.7,-3080,139.5,0
16.4,240,191,0
85.5,610,436.6,0
-16.6,1140,176.7,0
36,290,162.2,1
65.6,-300,182.8,0
-173.7,3820,234.2,1
10.8,2430,193.7,0
12.7,420,156.3,0
-32.1,800,648.2,0
22.5,-280,177.3,1
-74.9,320,292.7,0
-100.9,1810,120.5,0
32.7,1050,113.1,0
230.1,3470,225.5,1
-764.5,-430.3,343.4,0
-688.9,2800,258.1,0
-182.4,240,195.5,1
112,-1520,238.2,0
152.9,1510,210.7,0
107.9,840,383,0
11.3,4010,278.9,1
86.4,320,543,0
-50.8,1490,198.2,1
-310.9,-14400,422.8,0
61.9,395,183.1,0
53.3,4600,233.6,0
517,110,175.4,0
-234.7,190,1000,0
169.3,160,449.4,0
-143.9,-560,336.4,0
-29.1,-110,198.9,0
46.9,-420,87.2,0
20.8,1583,1000,1
11.8,-40,256.7,1
565.1,-400,411.8,0
15.4,2510,200.3,0
-277.3,-780,444.6,0
505.2,210,444.8,0
145.9,3770,170.1,0
343.8,2990,230.2,0
174.9,-270,305.8,0
0,-1500,0,0
-182.4,-1940,225.9,0
79.1,1453,230,1
-29.5,311440,104.7,0
98.8,910,957.1,0
0,-770,0,0
-328.1,340,346.2,0
89.9,160,248.7,0
-37.5,-370,293.8,0
-249.1,-7320,739.5,1
23.8,100,219.1,0
-22.2,407,160.8,0
336.4,-38800,1000,1
210.8,310,292.2,0
56.8,230,241.2,0
-994.6,-1300,1000,0
-134.5,-280,170.7,0
-250.6,-420,111,1
1017.1,-360,813.1,1
4985.5,-14500,-1018.3,0
128.2,700,310.5,0
0.5,2020,223.6,0
-61.3,-560,770.5,1
-21.4,-3540,568.8,0
130.6,560,148.1,1
249.9,1580,821.8,0
-48.2,-320,452.8,1
-361.4,220,217.3,0
37.8,-3530,231.7,0
-103.8,11600,470.7,0
-82.6,726.5,580.7,1
45.7,160,237.7,1
17.5,850,220.3,0
-195,-960,-13.1,0
-743.4,-10,505.4,1
-52,-9800,-220.2,1
396.9,10,308.1,0
4878.5,60,404,0
60.1,-500,604,0
2089.2,-2100,280.6,0
17,1090,230.6,0
0,-15680,0,0
105,1330,587,0
0,-1200,0,0
152,990,643.3,0
-233.1,-110,208.7,0
-13.6,560,364.9,1
20.2,1690,779,0
263,-1050,240.1,0
13.7,970,328.1,0
-912.9,450900,-146.3,0
31.5,930,211.7,0
234.1,60,338.3,1
2366.9,460,754.2,0
63.5,3390,332.7,1
14.8,160,200.7,1
-190.8,340,273.1,1
372.5,-290,390.2,0
-18.2,-120,339,1
598.5,-230,46,0
164.8,200,286.8,1
437.2,-500,961.2,0
95.1,1740,662.1,1
-1158.1,-960,1000,0
324.2,1720,1000,1
234.8,1040,630.8,1
103.4,1620,563.4,0
3795.5,-1360,870.8,0
160.7,1460,580.3,0
5.9,1250,690.1,1
61.8,0,604.7,0
649.7,-360,909.6,0
10.6,2124,613,1
143.1,1060,417.3,0
153.6,890,739.8,1
2289.7,1860,1000,0
90.5,1000,632.1,1
-45.3,320,525.2,1
1042.7,1480,830.9,0
-49.8,900,1000,0
2129,-120,809.6,1
30.3,270,577.2,1
1868.9,-340,536.7,0
30,970,309.5,0
-130.4,660,644.8,1
97.4,1670,640.7,1
80.6,600,568.9,1
332.1,-300,623.8,1
1004.3,-240,735.5,0
7.4,980,229.5,0
232.8,150,588.5,0
207,-360,1000,0
506.5,3040,1000,0
6.8,1020,774.6,0
196.5,1040,942.3,1
236.2,370,532.2,0
122.4,2830,639.3,0
748.7,610,997.5,1
72,4520,818.8,1
0,1470,380,0
27,740,662.5,0
-1063.9,-720,1000,0
288.7,290,821.5,0
602.8,2870,966.7,0
33.1,2660,647.8,1
120.6,250,522.6,0
-693.3,920,1000,0
108.6,5250,649.7,0
5.8,4180,587.6,0
77.9,600,696.1,1
361.6,790,1000,0
155.2,380,694.5,1
173.8,380,484.4,0
2238,140,656,0
105.1,1240,1000,1
-157.4,880,566.6,0
41.6,1710,496.2,1
401.3,240,737,1
349.6,50,351.9,0
205.6,1750,1000,0
145.6,540,609.4,1
-63,180,1000,0
87.7,770,671.7,0
55.4,1100,676.3,0
91.5,830,319.4,0
183.9,140,648,1
1510.4,1230,754.9,1
120.6,330,638.5,1
1071.9,40,580,1
84.8,1700,615.7,0
223.9,720,375.4,0
151.7,1010,698.5,1
53.2,810,1000,0
227.1,1480,697.3,0
151.8,5220,650.3,1
561.5,1970,299.5,1
421.5,970,359.7,0
88.7,420,669.8,1
78.7,360,750.4,1
243.1,1540,717.5,1
51.5,2280,696.6,1
-6.4,3290,611,1
249.5,1260,284,0
279.1,2280,832.5,0
24.5,640,263.3,1
111.4,1327,263.6,0
-86,3200,285.7,0
1995,-700,559.8,0
109.6,800,615.8,0
298.2,-280,807.9,0
-139.2,-1672,524.1,0
-95.7,-190,549.8,1
13.5,309,663.4,1
192.3,160,788.2,1
849.9,2590,863.3,1
694.7,20,306.4,1
200.2,360,279.1,1
100.7,1200,629.6,1
100,1800,745.6,1
73.6,10460,600.2,0
89,140,707.7,0
-1773.2,-1890,1000,0
4855,3360,938.5,0
217,8630,1000,1
108.1,5270,718.3,1
160.1,680,696.4,1
-13.6,-440,583,0
67.7,1180,712.4,1
76.4,2420,691.1,1
1465.6,140,524.2,0
590.2,2070,678.1,1
233.4,1050,376.9,0
854.5,2420,757.8,0
64.3,2210,291.9,0
562.4,2320,712.2,0
22635.3,-1290,906.4,1
578.6,0,1000,1
19.4,520,649.1,0
196.6,330,652.5,0
-323.1,1180,1000,0
168.7,130,603.9,0
759.4,-310,775.3,1
284,-140,714.1,0
190.9,400,586.6,0
28904.1,2480,1000,0
93.1,1330,1000,0
90.5,2380,281.4,1
230.7,1240,917,1
192.2,2680,670.5,1
122.4,2870,935.3,1
351.8,-600,469.1,0
-120.3,2620,1000,0
87.3,1530,714.3,0
141.4,1990,720.7,0
512.8,230,721.8,1
-114.7,13650,615,1
182.3,-400,132.7,0
133.2,2010,1000,1
65.5,710,524.4,1
61.5,180,697.8,0
19.9,740,691,1
800.6,-590,593.1,1
1515.6,-960,564.8,1
11472.5,430,1000,1
116.3,590,519.1,1
-154,-750,313.7,0
882.3,450,24.6,0
56.4,-4320,1196.9,0
76.3,1160,1000,1
312.7,1270,388.1,0
4347.4,4400,805.1,1
794.9,-150,941,1
-82.2,-6220,451.1,0
201.7,-2300,178.1,0
705.5,1770,946,0
47.3,4210,662.1,1
9788,2670,1000,0
478.8,510,896.9,0
-95.1,1020,1000,0
135550.6,-730,550.9,0
120.2,1040,314.4,1
383.1,1110,652.3,0
90.5,360,293.2,1
-28.4,690,762.1,0
148.3,-150,448.1,1
202.4,-610,882.7,0
186.3,1370,922,0
18287.4,3380,1000,0
172,860,1000,1
2234.9,350,487.3,0
-652.8,310,1000,0
101.4,3990,1000,1
74.8,1460,648.9,0
0,370,0,1
134.9,270,246.5,0
951.1,-14400,722.3,0
-51.2,-210,644.7,0
211,1200,401.4,1
375.6,-60,266.3,0
-263.1,1670,171.8,1
445,-340,999,0
216.4,3400,236.6,0
779.3,-20,789.3,0
22.2,13290,651.9,0
251.5,4140,952.7,1
-146,1475.3,547.5,1
114.6,750,517.3,1
46.5,1550,764.2,0
-19.3,4740,479.5,1
-16.6,2280,469.6,0
93.3,-32825,245,0
-121.7,-2270,197.2,0
238.9,660,930.5,0
9141.8,-167409,454.2,0
833,720,312.2,0
196.6,220,-251.3,0
-6.2,-120,406.9,0
84.7,-2850,260.2,1
74.9,370,436.3,1
1186.7,940,749.3,0
111.2,265,890.5,1
16.6,650,800.8,1
669.9,-1030,1000,0
28.7,1240,545.9,1
-155.3,-370,764,0
54.2,2420,607.1,1
-3.5,1360,564.9,0
258.3,630,318.3,1
210.6,310,478.8,1
219.7,2020,733.1,0
53.1,2050,377.6,0
260.7,-870,626.3,0
88.9,-500,264.9,0
-408.9,908.9,648.1,0
-107.5,-1520,891.4,1
116.9,-1880,1000,1
-217.8,234,301.6,0
296.9,-80,494.2,1
170.2,-190,719.4,0
-60.1,-1925.9,1000,0
-3.1,4342.9,849.6,0
67.7,710,714.5,0
244.9,-990,480.2,1
-132.1,1201.7,482.9,0
-6.6,2554.1,844.5,0
46.5,-3750,671.4,0
70.8,-340,652.7,0
-106.3,1547.1,507.9,0
48,100,691.7,1
-55.5,2564.5,394.6,0
92,20,579.2,1
56.8,350,618.3,0
2.1,1950,902.6,0
-97.6,-60,425.2,0
239.1,30,707.5,1
-50.4,2090,859.1,0
-122.8,702.2,698.6,0
1373.1,-830,133.5,0
22,-1260,498.7,1
-74,2237.5,1000,0
-38.8,-800,431.1,0
317.6,-850,382.3,1
-36.3,1988,558.5,0
-55,823.4,663.3,0
82.1,1560,442.4,1
65.4,1188.9,751.5,1
268.1,-310,594.1,1
-12.6,1692.7,1000,0
-62,2234.7,587.2,0
-28.4,910.8,386.9,0
278,2650,678.2,0
19.1,850,172.1,0
6.9,3518.2,772.2,0
302.1,250,674.5,1
58.3,700,603.2,1
-13.2,25210,597.5,1
-63.9,1504.1,345.2,1
-6.6,-510,495.8,1
367.9,-1180,413.6,0
-45.2,960,657.8,1
-152.8,375.3,1000,1
-213,-810,171,0
148.6,3030,676.4,1
-181.2,892.2,403.3,0
-12.1,3551.8,1000,0
-164.1,-177.9,1000,1
-45.1,7.6,544.3,0
-164.1,-136756.5,1000,1
-433.5,-1020,590.6,0
-64.6,1620,519.2,1
-140.4,264.4,223,0
107.4,38.9,413.3,0
153.2,890,454.4,0
-60,7600,301.8,0
118,4130,168.4,0
-44.6,4480,572.5,0
197.9,2630,628,0
73.2,4200,230.2,0
985,3930,530.9,0
-21.5,4420,72.8,1
-46.9,5540,403.9,0
212,1930,296,0
-73.8,10210,257,0
89.8,-2280,338.4,0
1254.7,380,830.6,0
-133.8,-21760,209.6,0
35.9,730,886.6,0
193.4,1880,737,0
171.7,1120,339.2,0
226.5,4360,502.1,0
-6.9,-5080,444.7,0
-32.5,1820,697.3,0
244.9,5360,628,0
217.4,5090,729.1,0
27.2,1500,166.5,0
-184.6,7630,647.9,0
23.1,790,470.8,0
-36,843.4,209.7,0
138.6,4279,145.7,0
-134.7,-960,81.7,1
368.9,4580,555.6,0
255.7,1140,361.2,0
113.3,2940,409.7,0
-80,1583.5,542.8,0
1499,650,811.5,1
28.8,2390,57.7,0
-52.4,6880,63.6,1
1071.9,2570,787.3,0
99.8,9910,706.5,0
244.4,250,736.8,0
4.7,1510,77.8,0
19.9,3360,815.2,0
69.4,2120,752.1,0
365.3,4990,842.1,0
403.2,2650,849.2,0
386.6,6400,681.4,0
37.8,810,492.3,0
-36,-160,691.7,0
213.3,6010,390.6,0
126.3,570,207.2,1
115.4,5850,270.9,0
480.6,670,793.6,1
273.6,30,515.3,0
-94.7,1233,129.5,0
16,5060,801,0
693.5,100,747.1,1
146.7,4890,797.6,0
263.1,1850,310.7,0
96.9,6520,460,0
2.8,-2440,685,0
35.3,-510,23.9,1
69.8,3098.1,549.5,0
-29,592,553.3,0
113.4,4020,234.8,0
-61.3,8400,54.1,1
370.3,3810,731.9,0
140.9,1880,321.6,0
1383.2,3670,815.8,1
772.1,2700,833,0
-135.3,-600,796.3,0
47,1196.2,216.7,0
60.1,2117,527.8,0
255.9,-765.9,676,0
-25.9,-37540,694.7,0
219,930,98,0
60.3,94.7,401.9,0
-14.7,2670,1000,0
326.4,2550,820.2,0
116.9,3330,337.3,0
487.4,690,235.2,0
28.8,1280,57.7,0
-149.7,2000,126.1,0
527.9,550,288.9,0
631.7,1550,518.3,0
-218.8,1031,348.6,0
-36.2,2820,431.7,0
111.7,910,474.1,0
-44.5,1070,199.5,0
2692.4,340,822.7,0
67.2,5220,448.4,0
656.8,1580,804.5,0
1964.7,1480,639.6,0
1195.5,510,58.4,0
-19.7,1420,108.2,1
211.8,3690,535.9,0
364.5,2440,131.9,0
1.9,-890,687.6,0
1552.8,2900,790.3,0
412.6,1020,509.5,0
1180.5,4340,831.1,1
239.8,2440,176.8,0
134.2,1410,171.6,0
444.6,1049.9,818.3,0
27.9,3846.8,196.5,0
-193.8,3380,114.8,0
193.7,2840,173.3,0
983.5,260,604.8,0
89.5,-760,496.3,0
210.3,2706.4,263.8,0
-112.2,2100,206.4,0
1173.4,-1150,829.1,0
-38.6,6457.9,174,0
184.9,-2160,88.2,1
382,3530,884.7,0
44,3170,18.9,0
180.8,-114286,321.8,0
-69.8,1180,71.3,0
89.7,1200,680.7,1
415.1,1360,108,0
-70,1870,278.5,0
232.3,1256.5,698.2,0
155,3570,494.1,0
448.5,600,665.8,0
110.1,920.8,144.3,0
352.8,1280,290.2,0
73,1230,215.9,0
68.2,-1800,91.5,0
-138,990,408.8,0
449,640,720.9,0
-9.9,9525.3,296.1,0
113.6,4581.6,559.8,0
-123.1,871.7,220.5,0
-28.6,2410,279.6,0
0,-190,0,1
69.5,1030,583.6,1
13.8,2000,41.7,1
-241.8,-17.2,108.9,0
10.9,5800,387,0
-118.4,3970,31.5,0
426,1430,811.9,0
324.2,55804,780.1,0
321.1,-6200,825.3,0
-172.2,90,932.5,0
-14.5,427.3,80.2,0
-367.1,-3125000000,499.7,1
2507.9,-1440,53,1
-127.9,3360,265.4,0
5977.9,940,558.7,1
86.6,1140,555.1,0
267.1,140,693.5,0
-343.9,-12300,610.2,0
216.9,-960,280.1,0
644.2,-1650,393.7,0
539.3,2270,678,0
-72.1,-11720,122.1,0
158.1,2450,532.9,0
57.8,5180,310.8,0
-230.2,-21144.6,624.1,0
196.1,-490,567.9,0
-59.1,21795.3,668.9,0
-103.2,-232000,257.6,0
1872.1,750,793.2,0
163.5,2800,510.7,0
498,-159000,670.4,0
172850.4,-5920,-4157.4,0
153.5,91613,419.2,0
-37.7,-80,217.9,0
-245.7,-1360,751.6,0
18.2,-490,220.2,0
-41.3,200,280.7,0
-211.9,2820,407.2,0
182.9,70,870.9,1
61.2,770,504.1,0
1330.1,470,382,0
376.4,-320,46.9,0
-72.9,2880,124.3,1
-4.1,2194.5,790.6,0
623.3,-1720,121.3,0
680.5,-40,649.9,0
-99.8,150,730.9,0
305.4,150,695.2,0
-116.6,-1300,145.3,0
47.4,1550,11.7,0
6.4,-1310,175.7,1
1095.8,120,566.2,0
342.2,1490,803.3,0
82.5,5880,62.1,0
5467.7,-10600,652.1,0
-139.3,-1033.3,-2,1
277.8,80,556.7,0
-10.6,1420,916.3,0
217.1,110,270.6,0
-647.3,-400,-244.5,0
47,-80,688.5,1
43.3,1410,1000,0
